,id,title,release_year,country,duration,language,certification,gross,budget
3891,3892,Act of Valor,2012,USA,110,English,R,70011073.0,12000000
3893,3894,Alex Cross,2012,USA,101,English,PG-13,25863915.0,35000000
3895,3896,American Reunion,2012,USA,113,English,R,56724080.0,50000000
3896,3897,Amour,2012,France,127,French,PG-13,225377.0,8900000
3899,3900,Arbitrage,2012,USA,107,English,R,7918283.0,12000000
3901,3902,Argo,2012,USA,130,English,R,136019448.0,44500000
3902,3903,Atlas Shrugged II: The Strike,2012,USA,111,English,PG-13,3333823.0,10000000
3903,3904,Bachelorette,2012,USA,87,English,R,418268.0,3000000
3905,3906,Battleship,2012,USA,131,English,PG-13,65173160.0,209000000
3906,3907,Beasts of the Southern Wild,2012,USA,93,English,PG-13,12784397.0,1800000
3907,3908,Big Miracle,2012,USA,107,English,PG,20113965.0,40000000
3910,3911,Blue Like Jazz,2012,USA,108,English,PG-13,594904.0,1200000
3911,3912,Brave,2012,USA,93,English,PG,237282182.0,185000000
3912,3913,Bullet to the Head,2012,USA,92,English,R,9483821.0,55000000
3913,3914,Burn,2012,USA,86,English,Not Rated,111300.0,225000
3914,3915,Casa de mi Padre,2012,USA,84,Spanish,R,5895238.0,6000000
3916,3917,Chasing Mavericks,2012,USA,116,English,PG,6002756.0,20000000
3917,3918,Chernobyl Diaries,2012,USA,86,English,R,18112929.0,1000000
3918,3919,Chronicle,2012,USA,89,English,PG-13,64572496.0,12000000
3920,3921,Cloud Atlas,2012,Germany,172,English,R,27098580.0,102000000
3921,3922,Compliance,2012,USA,90,English,R,318622.0,270000
3922,3923,Contraband,2012,USA,109,English,R,66489425.0,25000000
3924,3925,Dark Shadows,2012,USA,113,English,PG-13,79711678.0,100000000
3927,3928,Deadfall,2012,USA,95,English,R,65804.0,12000000
3929,3930,Detention of the Dead,2012,USA,87,English,Not Rated,1332.0,500000
3930,3931,Diary of a Wimpy Kid: Dog Days,2012,USA,94,English,PG,49002815.0,22000000
3931,3932,Django Unchained,2012,USA,165,English,R,162804648.0,100000000
3932,3933,Dredd,2012,UK,95,English,R,13401683.0,35000000
3933,3934,Dredd,2012,UK,95,English,R,13401683.0,35000000
3935,3936,Eddie: The Sleepwalking Cannibal,2012,Canada,83,English,Not Rated,1521.0,1500000
3936,3937,End of Watch,2012,USA,109,English,R,40983001.0,7000000
3937,3938,Ernest & Celestine,2012,France,80,French,PG,71442.0,9600000
3938,3939,Filly Brown,2012,USA,80,English,R,2833383.0,427000
3939,3940,Flight,2012,USA,138,English,R,93749203.0,31000000
3941,3942,"For a Good Time, Call...",2012,USA,88,English,R,1243961.0,850000
3942,3943,For Greater Glory: The True Story of Cristiada,2012,Mexico,145,Spanish,R,5669081.0,10818775
3944,3945,Frankenweenie,2012,USA,87,English,PG,35287788.0,39000000
3946,3947,Fun Size,2012,USA,86,English,PG-13,9402410.0,14000000
3950,3951,Hardflip,2012,USA,112,English,PG-13,96734.0,1000000
3952,3953,Here Comes the Boom,2012,USA,105,English,PG,45290318.0,42000000
3953,3954,Hit and Run,2012,USA,100,English,R,13746550.0,2000000
3955,3956,Hope Springs,2012,USA,100,English,PG-13,63536011.0,30000000
3956,3957,Hotel Transylvania,2012,USA,91,English,PG,148313048.0,85000000
3957,3958,House at the End of the Street,2012,Canada,101,English,PG-13,31607598.0,6900000
3958,3959,Ice Age: Continental Drift,2012,USA,88,English,PG,161317423.0,95000000
3960,3961,Inescapable,2012,Canada,93,English,R,4063.0,4000000
3961,3962,Jab Tak Hai Jaan,2012,India,176,Hindi,Not Rated,3047539.0,7217600
3962,3963,Jack Reacher,2012,USA,130,English,PG-13,80033643.0,60000000
3963,3964,Jack Reacher,2012,USA,130,English,PG-13,80033643.0,60000000
3964,3965,John Carter,2012,USA,132,English,PG-13,73058679.0,263700000
3965,3966,Journey 2: The Mysterious Island,2012,USA,94,English,PG,103812241.0,79000000
3966,3967,Joyful Noise,2012,USA,118,English,PG-13,30920167.0,25000000
3967,3968,Katy Perry: Part of Me,2012,USA,93,English,PG,25240988.0,12000000
3969,3970,Killing Them Softly,2012,USA,97,English,R,14938570.0,15000000
3970,3971,Les MisÃ©rables,2012,USA,158,English,PG-13,148775460.0,61000000
3971,3972,Life of Pi,2012,USA,127,English,PG,124976634.0,120000000
3972,3973,Lincoln,2012,USA,150,English,PG-13,182204440.0,65000000
3973,3974,Lockout,2012,France,95,English,PG-13,14291570.0,20000000
3975,3976,Looper,2012,USA,119,English,R,66468315.0,30000000
3976,3977,Madagascar 3: Europe's Most Wanted,2012,USA,93,English,PG,216366733.0,145000000
3977,3978,Madea's Witness Protection,2012,USA,114,English,PG-13,65623128.0,20000000
3978,3979,Magic Mike,2012,USA,110,English,R,113709992.0,7000000
3979,3980,Man on a Ledge,2012,USA,102,English,PG-13,18600911.0,42000000
3980,3981,Maniac,2012,France,89,English,Not Rated,12843.0,6000000
3981,3982,Men in Black 3,2012,USA,106,English,PG-13,179020854.0,225000000
3982,3983,Middle of Nowhere,2012,USA,97,English,R,78030.0,200000
3983,3984,Mirror Mirror,2012,USA,106,English,PG,64933670.0,85000000
3984,3985,Moonrise Kingdom,2012,USA,94,English,PG-13,45507053.0,16000000
3985,3986,Mud,2012,USA,130,English,PG-13,21589307.0,10000000
3988,3989,On the Road,2012,France,137,English,R,717753.0,25000000
3989,3990,One for the Money,2012,USA,91,English,PG-13,26404753.0,40000000
3991,3992,Paranormal Activity 4,2012,USA,96,English,R,53884821.0,5000000
3992,3993,ParaNorman,2012,USA,92,English,PG,55994557.0,60000000
3993,3994,Parental Guidance,2012,USA,105,English,PG,77264926.0,25000000
3994,3995,Pitch Perfect,2012,USA,112,English,PG-13,64998368.0,17000000
3995,3996,Playing for Keeps,2012,USA,105,English,PG-13,13101142.0,35000000
3996,3997,Premium Rush,2012,USA,91,English,PG-13,20275446.0,35000000
3997,3998,Project X,2012,USA,93,English,R,54724272.0,12000000
3998,3999,Prometheus,2012,USA,124,English,R,126464904.0,130000000
3999,4000,Promised Land,2012,USA,106,English,R,7556708.0,15000000
4000,4001,Quartet,2012,UK,98,English,PG-13,18381787.0,11000000
4002,4003,Red Tails,2012,USA,125,English,PG-13,49875589.0,58000000
4003,4004,Resident Evil: Retribution,2012,Germany,96,English,R,42345531.0,65000000
4005,4006,Rise of the Guardians,2012,USA,97,English,PG,103400692.0,145000000
4006,4007,Robot & Frank,2012,USA,89,English,PG-13,3325638.0,2500000
4007,4008,Rock of Ages,2012,USA,136,English,PG-13,38509342.0,75000000
4009,4010,Safe,2012,USA,94,English,R,17120019.0,30000000
4010,4011,Safe House,2012,USA,115,English,R,126149655.0,85000000
4011,4012,Safety Not Guaranteed,2012,USA,86,English,R,4007792.0,750000
4013,4014,Savages,2012,USA,141,English,R,47307550.0,45000000
4014,4015,Seeking a Friend for the End of the World,2012,USA,101,English,R,6619173.0,10000000
4015,4016,Seven Psychopaths,2012,UK,110,English,R,14989761.0,15000000
4018,4019,Silent Hill: Revelation 3D,2012,France,95,English,R,17529157.0,20000000
4019,4020,Silver Linings Playbook,2012,USA,122,English,R,132088910.0,21000000
4020,4021,Sinister,2012,USA,110,English,R,48056940.0,3000000
4021,4022,Skyfall,2012,UK,143,English,PG-13,304360277.0,200000000
4022,4023,Skyfall,2012,UK,143,English,PG-13,304360277.0,200000000
4025,4026,Snow White and the Huntsman,2012,USA,132,English,PG-13,155111815.0,170000000
4027,4028,Sparkle,2012,USA,116,English,PG-13,24397469.0,17000000
4028,4029,Spring Breakers,2012,USA,94,English,R,14123773.0,5000000
4029,4030,Step Up Revolution,2012,USA,99,English,PG-13,35057332.0,33000000
4031,4032,Stolen,2012,USA,96,English,R,183125.0,35000000
4034,4035,Taken 2,2012,France,98,English,PG-13,139852971.0,45000000
4035,4036,Ted,2012,USA,112,English,R,218628680.0,50000000
4036,4037,That's My Boy,2012,USA,116,English,R,36931089.0,70000000
4037,4038,The Act of Killing,2012,UK,96,Indonesian,Not Rated,484221.0,1000000
4038,4039,The Amazing Spider-Man,2012,USA,153,English,PG-13,262030663.0,230000000
4039,4040,The Apparition,2012,USA,83,English,PG-13,4930798.0,17000000
4040,4041,The Avengers,2012,USA,173,English,PG-13,623279547.0,220000000
4041,4042,The Avengers,2012,USA,173,English,PG-13,623279547.0,220000000
4042,4043,The Bourne Legacy,2012,USA,135,English,PG-13,113165635.0,125000000
4043,4044,The Brass Teapot,2012,USA,101,English,R,6643.0,900000
4044,4045,The Cabin in the Woods,2012,USA,95,English,R,42043633.0,30000000
4045,4046,The Campaign,2012,USA,85,English,R,86897182.0,95000000
4046,4047,The Cold Light of Day,2012,USA,93,English,PG-13,3749061.0,20000000
4047,4048,The Collection,2012,USA,82,English,R,6842058.0,10000000
4048,4049,The Dark Knight Rises,2012,USA,164,English,PG-13,448130642.0,250000000
4049,4050,The Devil Inside,2012,USA,83,English,R,53245055.0,1000000
4050,4051,The Dictator,2012,USA,99,English,R,59617068.0,65000000
4051,4052,The Expendables 2,2012,USA,103,English,R,85017401.0,92000000
4052,4053,The Five-Year Engagement,2012,USA,131,English,R,28644770.0,30000000
4055,4056,The Ghastly Love of Johnny X,2012,USA,106,English,Not Rated,2436.0,2000000
4056,4057,The Guilt Trip,2012,USA,95,English,PG-13,37101011.0,40000000
4057,4058,The Hobbit: An Unexpected Journey,2012,USA,182,English,PG-13,303001229.0,180000000
4058,4059,The Hunger Games,2012,USA,142,English,PG-13,407999255.0,78000000
4059,4060,The Hunt,2012,Denmark,115,Danish,R,610968.0,3800000
4060,4061,The Iceman,2012,USA,106,English,R,1939441.0,10000000
4061,4062,The Impossible,2012,Spain,114,English,PG-13,18996755.0,45000000
4063,4064,The Lords of Salem,2012,USA,101,English,R,1163508.0,2500000
4064,4065,The Lucky One,2012,USA,101,English,PG-13,60443237.0,25000000
4065,4066,The Man with the Iron Fists,2012,USA,107,English,R,15608545.0,15000000
4066,4067,The Master,2012,USA,144,English,R,16377274.0,32000000
4067,4068,The Odd Life of Timothy Green,2012,USA,105,English,PG,51853450.0,25000000
4068,4069,The Oogieloves in the Big Balloon Adventure,2012,USA,88,English,G,1064277.0,20000000
4069,4070,The Other Dream Team,2012,USA,89,English,Not Rated,133778.0,500000
4070,4071,The Perks of Being a Wallflower,2012,USA,102,English,PG-13,17738570.0,13000000
4071,4072,The Pirates! Band of Misfits,2012,UK,88,English,PG,31051126.0,55000000
4072,4073,The Place Beyond the Pines,2012,USA,140,English,R,21383298.0,15000000
4073,4074,The Possession,2012,USA,92,English,PG-13,49122319.0,14000000
4074,4075,The Possession,2012,USA,92,English,PG-13,49122319.0,14000000
4075,4076,The Raven,2012,USA,110,English,R,16005978.0,26000000
4076,4077,The Sessions,2012,USA,95,English,R,5997134.0,1000000
4077,4078,The Sweeney,2012,UK,112,English,R,26345.0,3000000
4079,4080,The Twilight Saga: Breaking Dawn - Part 2,2012,USA,115,English,PG-13,292298923.0,120000000
4080,4081,The Twilight Saga: Breaking Dawn - Part 2,2012,USA,115,English,PG-13,292298923.0,120000000
4081,4082,The Vow,2012,USA,104,English,PG-13,125014030.0,30000000
4082,4083,The Watch,2012,USA,102,English,R,34350553.0,68000000
4083,4084,The Watch,2012,USA,102,English,R,34350553.0,68000000
4084,4085,The Woman in Black,2012,UK,95,English,PG-13,54322273.0,17000000
4085,4086,The Words,2012,USA,102,English,PG-13,11434867.0,6000000
4087,4088,Think Like a Man,2012,USA,122,English,PG-13,91547205.0,12000000
4088,4089,This Is 40,2012,USA,134,English,R,67523385.0,35000000
4089,4090,This Means War,2012,USA,103,English,PG-13,54758461.0,65000000
4090,4091,Tim and Eric's Billion Dollar Movie,2012,USA,93,English,R,200803.0,3000000
4091,4092,To Rome with Love,2012,USA,112,English,R,16684352.0,17000000
4095,4096,Underworld: Awakening,2012,USA,88,English,R,62321039.0,70000000
4096,4097,Vamps,2012,USA,92,English,PG-13,2964.0,16000000
4099,4100,What to Expect When You're Expecting,2012,USA,110,English,PG-13,41102171.0,40000000
4102,4103,Wrath of the Titans,2012,USA,99,English,PG-13,83640426.0,150000000
4103,4104,Wreck-It Ralph,2012,USA,101,English,PG,189412677.0,165000000
4105,4106,Zero Dark Thirty,2012,USA,157,English,R,95720716.0,40000000
4106,4107,12 Years a Slave,2013,USA,134,English,R,56667870.0,20000000
4108,4109,2 Guns,2013,USA,109,English,R,75573300.0,61000000
4109,4110,20 Feet from Stardom,2013,USA,91,English,PG-13,4946250.0,1000000
4110,4111,21 & Over,2013,USA,93,English,R,25675765.0,13000000
4112,4113,42,2013,USA,128,English,PG-13,95001343.0,40000000
4113,4114,47 Ronin,2013,USA,128,English,PG-13,38297305.0,175000000
4114,4115,A Good Day to Die Hard,2013,USA,101,English,R,67344392.0,92000000
4115,4116,A Haunted House,2013,USA,86,English,R,40041683.0,2500000
4116,4117,A Madea Christmas,2013,USA,100,English,PG-13,52528330.0,25000000
4120,4121,About Time,2013,UK,123,English,R,15294553.0,12000000
4121,4122,Admission,2013,USA,107,English,PG-13,18004225.0,13000000
4122,4123,Adore,2013,Australia,112,English,R,317125.0,16000000
4123,4124,After Earth,2013,USA,100,English,PG-13,60522097.0,130000000
4126,4127,All Is Lost,2013,USA,106,English,PG-13,6262942.0,9000000
4128,4129,American Hustle,2013,USA,138,English,R,150117807.0,40000000
4129,4130,Anchorman 2: The Legend Continues,2013,USA,143,English,PG-13,2175312.0,50000000
4130,4131,Antarctica: A Year on Ice,2013,New Zealand,91,English,PG,287761.0,1000000
4132,4133,August: Osage County,2013,USA,121,English,R,37738400.0,25000000
4133,4134,Bad Grandpa,2013,USA,102,English,R,101978840.0,15000000
4134,4135,Bad Words,2013,USA,89,English,R,7764027.0,10000000
4135,4136,Baggage Claim,2013,USA,96,English,PG-13,21564616.0,8500000
4139,4140,Battle of the Year,2013,USA,110,English,PG-13,8888355.0,20000000
4140,4141,Beautiful Creatures,2013,USA,124,English,PG-13,19445217.0,60000000
4141,4142,Before Midnight,2013,USA,109,English,R,8114507.0,3000000
4142,4143,Begin Again,2013,USA,104,English,R,16168741.0,8000000
4144,4145,Black Nativity,2013,USA,93,English,PG,7017178.0,17500000
4145,4146,Blood Ties,2013,France,144,English,R,41229.0,25500000
4146,4147,Blue Jasmine,2013,USA,98,English,PG-13,33404871.0,18000000
4147,4148,Blue Ruin,2013,USA,90,English,R,258113.0,1066167
4148,4149,Broken City,2013,USA,109,English,R,19692608.0,35000000
4149,4150,"Buen DÃ­a, RamÃ³n",2013,Mexico,120,German,PG-13,100412.0,4000000
4150,4151,Captain Phillips,2013,USA,134,English,PG-13,107100855.0,55000000
4151,4152,Carrie,2013,USA,100,English,R,35266619.0,30000000
4152,4153,Carrie,2013,USA,100,English,R,35266619.0,30000000
4153,4154,Cheap Thrills,2013,USA,88,English,Not Rated,59379.0,200000
4154,4155,"Cinco de Mayo, La Batalla",2013,Mexico,125,Spanish,R,169379.0,10000000
4155,4156,Cloudy with a Chance of Meatballs 2,2013,USA,95,English,PG,119793567.0,78000000
4157,4158,Dallas Buyers Club,2013,USA,117,English,R,27296514.0,5000000
4158,4159,Dead Man Down,2013,USA,118,English,R,10880926.0,30000000
4159,4160,Delivery Man,2013,USA,105,English,PG-13,30659817.0,26000000
4160,4161,Despicable Me 2,2013,USA,98,English,PG,368049635.0,76000000
4162,4163,Don Jon,2013,USA,90,English,R,24475193.0,3000000
4166,4167,Elysium,2013,USA,109,English,R,93050117.0,115000000
4167,4168,Ender's Game,2013,USA,114,English,PG-13,61656849.0,110000000
4168,4169,Enough Said,2013,USA,93,English,PG-13,17536788.0,8000000
4170,4171,Epic,2013,USA,102,English,PG,107515297.0,100000000
4171,4172,Escape from Planet Earth,2013,USA,89,English,PG,57011847.0,40000000
4173,4174,Escape Plan,2013,USA,115,English,R,25121291.0,50000000
4174,4175,Evil Dead,2013,USA,96,English,R,54239856.0,17000000
4177,4178,Free Birds,2013,USA,91,English,PG,55747724.0,55000000
4178,4179,Frozen,2013,USA,102,English,PG,400736600.0,150000000
4179,4180,Fruitvale Station,2013,USA,85,English,R,16097842.0,900000
4180,4181,G.I. Joe: Retaliation,2013,USA,122,English,PG-13,122512052.0,130000000
4181,4182,Gangster Squad,2013,USA,113,English,R,45996718.0,60000000
4182,4183,Getaway,2013,USA,90,English,PG-13,10494494.0,18000000
4184,4185,Gravity,2013,UK,91,English,PG-13,274084951.0,100000000
4186,4187,Grown Ups 2,2013,USA,101,English,PG-13,133668525.0,80000000
4187,4188,Grudge Match,2013,USA,113,English,PG-13,29802761.0,40000000
4189,4190,Hansel & Gretel: Witch Hunters,2013,Germany,98,English,R,55682070.0,50000000
4193,4194,Her,2013,USA,126,English,R,25556065.0,23000000
4195,4196,Home Run,2013,USA,113,English,PG-13,2859955.0,1200000
4196,4197,Homefront,2013,USA,100,English,R,19783777.0,22000000
4198,4199,Identity Thief,2013,USA,120,English,R,134455175.0,35000000
4200,4201,Inside Llewyn Davis,2013,USA,104,English,R,13214255.0,11000000
4201,4202,Insidious: Chapter 2,2013,USA,106,English,PG-13,83574831.0,5000000
4202,4203,Instructions Not Included,2013,Mexico,115,Spanish,PG-13,44456509.0,5000000
4203,4204,Iron Man 3,2013,USA,195,English,PG-13,408992272.0,200000000
4204,4205,Jack the Giant Slayer,2013,USA,114,English,PG-13,65171860.0,195000000
4205,4206,Joe,2013,USA,117,English,R,371897.0,4000000
4206,4207,Kevin Hart: Let Me Explain,2013,USA,75,English,R,32230907.0,2500000
4208,4209,Kick-Ass 2,2013,USA,103,English,R,28751715.0,28000000
4209,4210,Labor Day,2013,USA,111,English,PG-13,13362308.0,18000000
4210,4211,Last Vegas,2013,USA,105,English,PG-13,63910583.0,28000000
4211,4212,Lee Daniels' The Butler,2013,USA,132,English,PG-13,116631310.0,30000000
4212,4213,Legends of Oz: Dorothy's Return,2013,USA,88,English,PG,8460990.0,70000000
4214,4215,Lone Survivor,2013,USA,121,English,R,125069696.0,40000000
4215,4216,Machete Kills,2013,Russia,107,English,R,7268659.0,20000000
4216,4217,Mama,2013,Canada,100,English,PG-13,71588220.0,20000000
4217,4218,Man of Steel,2013,USA,143,English,PG-13,291021565.0,225000000
4218,4219,Mandela: Long Walk to Freedom,2013,UK,141,English,PG-13,8324748.0,35000000
4220,4221,Monsters University,2013,USA,104,English,G,268488329.0,200000000
4221,4222,Movie 43,2013,USA,94,English,R,8828771.0,6000000
4224,4225,Nebraska,2013,USA,115,English,R,17613460.0,12000000
4225,4226,Now You See Me,2013,USA,125,English,PG-13,117698894.0,75000000
4227,4228,Oblivion,2013,USA,124,English,PG-13,89021735.0,120000000
4228,4229,Oculus,2013,USA,104,English,R,27689474.0,5000000
4230,4231,Olympus Has Fallen,2013,USA,119,English,R,98895417.0,70000000
4232,4233,One Direction: This Is Us,2013,USA,106,English,PG,28873374.0,10000000
4233,4234,Only God Forgives,2013,Denmark,90,English,R,778565.0,4800000
4236,4237,Out of the Furnace,2013,USA,116,English,R,11326836.0,22000000
4237,4238,Oz the Great and Powerful,2013,USA,130,English,PG,234903076.0,215000000
4238,4239,Oz the Great and Powerful,2013,USA,130,English,PG,234903076.0,215000000
4239,4240,Pacific Rim,2013,USA,131,English,PG-13,101785482.0,190000000
4240,4241,Pain & Gain,2013,USA,129,English,R,49874933.0,26000000
4242,4243,Parker,2013,USA,118,English,R,17609982.0,35000000
4243,4244,Peeples,2013,USA,95,English,PG-13,9123834.0,15000000
4244,4245,Percy Jackson: Sea of Monsters,2013,USA,106,English,PG,68558662.0,90000000
4245,4246,Philomena,2013,UK,98,English,PG-13,37707719.0,12000000
4247,4248,Prisoners,2013,USA,153,English,R,60962878.0,46000000
4248,4249,R.I.P.D.,2013,USA,96,English,PG-13,33592415.0,130000000
4249,4250,R100,2013,Japan,99,Japanese,Unrated,22770.0,5500000
4250,4251,RED 2,2013,USA,116,English,PG-13,53215979.0,84000000
4251,4252,Riddick,2013,USA,127,English,R,41997790.0,38000000
4253,4254,Runner Runner,2013,USA,88,English,R,19316646.0,30000000
4254,4255,Rush,2013,UK,123,English,R,26903709.0,38000000
4255,4256,Safe Haven,2013,USA,115,English,PG-13,71346930.0,28000000
4256,4257,Saving Mr. Banks,2013,USA,125,English,PG-13,83299761.0,35000000
4257,4258,Scary Movie 5,2013,USA,88,English,PG-13,32014289.0,20000000
